time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
28:25.4,2.4,Washington,reviewed,0,89,uw,7.0,0.06882,0.14,255.0,md,-122.7726667,46.7191667,-0.775
36:26.0,2.09,"5km E of Redway, CA",reviewed,0,67,nc,20.0,0.02046,0.1,64.0,md,-123.7685,40.1171667,22.5
07:39.4,2.5,"19km SSE of Ocotillo, CA",reviewed,0,96,ci,7.0,0.1974,0.47,216.0,mh,-115.8856667,32.5926667,13.4
17:47.8,2.09,"14km NE of Indio, CA",reviewed,0,67,ci,10.0,0.1509,0.23,99.0,mh,-116.1031667,33.8053333,3.06
50:59.2,2.41,"6km NNW of Pinnacles, CA",reviewed,0,90,nc,67.0,0.01272,0.12,66.0,md,-121.1785,36.5831667,5.76
46:06.4,2.09,offshore Central California,reviewed,0,67,nc,14.0,0.1117,0.04,189.0,md,-120.7238333,34.9546667,2.894
19:27.2,2.78,"3km E of Yucca Valley, California",reviewed,0,119,ci,0.0,,0.181,33.8,ml,-116.395,34.117,-0.839
54:51.9,2.45,Central California,reviewed,0,92,nc,23.0,0.05766,0.07,108.0,md,-121.0916667,35.658,3.712
08:01.1,2.89,Central California,reviewed,0,128,nc,20.0,0.7063,0.09,220.0,md,-119.4761667,38.5455,12.559
49:18.9,2.3,"Mount St. Helens area, Washington",reviewed,0,81,uw,6.0,0.02414,0.05,149.0,md,-122.185,46.2028333,-0.172
59:34.6,2.01,Central California,reviewed,0,62,nc,39.0,0.04505,0.05,124.0,md,-118.6111667,37.3766667,12.488
43:34.4,2.43,offshore Northern California,reviewed,0,91,nc,5.0,0.4279,0.06,312.0,md,-124.5421667,41.1218333,26.019
42:17.9,2.81,"21km NNE of Kernville, CA",reviewed,0,121,ci,30.0,0.1644,0.17,195.0,mc,-118.3183333,35.9235,-1.216
50:26.1,2.91,"73km ENE of Maneadero, B.C., MX",reviewed,0,130,ci,0.0,,0.257,314.1,mc,-115.819,31.87,5.468
17:58.4,2.39,"31km ENE of Ensenada, B.C., MX",reviewed,0,88,ci,0.0,,0.393,0.0,mc,-116.327,31.998,5.63
11:45.3,2.98,"15km SE of Ocotillo, CA",reviewed,0,138,ci,56.0,0.04369,0.24,70.0,ml,-115.8705,32.6488333,9.81
23:25.1,2.33,Central California,reviewed,0,84,nc,59.0,0.07117,0.14,68.0,md,-120.4291667,36.234,9.208
42:15.9,2.41,Northern California,reviewed,0,89,nc,40.0,0.02162,0.1,51.0,md,-121.9528333,37.183,5.339
16:06.2,2.24,"15km WNW of Westmorland, CA",reviewed,0,77,ci,0.0,,0.043,106.7,mc,-115.779,33.079,1.922
26:40.7,2.33,"17km NNE of Barstow, California",reviewed,0,84,ci,0.0,,0.176,62.9,mc,-116.98,35.05,3.448
40:10.5,2.04,"2km E of Selah, Washington",reviewed,0,64,uw,20.0,0.1291,0.37,63.0,md,-120.4991667,46.6536667,-0.669
59:13.3,2.88,Central California,reviewed,0,128,nc,22.0,0.03784,0.09,74.0,md,-120.5865,36.0316667,4.17
01:23.6,2.87,"8km SW of Ocotillo, CA",reviewed,0,127,ci,47.0,0.04621,0.35,117.0,ml,-116.061,32.6911667,10.313
57:23.8,2.5,Washington,reviewed,0,96,uw,56.0,0.07849,0.17,73.0,md,-121.7228333,46.5708333,1.781
16:02.0,2.04,Central California,reviewed,0,64,nc,33.0,0.02432,0.05,69.0,md,-118.6666667,37.449,2.497
24:17.7,2.1,"35km NE of Ensenada, B.C., MX",reviewed,0,68,ci,6.0,0.7766,0.35,277.0,mh,-116.3941667,32.115,5.46
41:58.2,2.2,"60km E of Maneadero, B.C., MX",reviewed,0,74,ci,7.0,0.8773,0.33,308.0,ml,-115.9345,31.7675,1.103
59:05.8,2.12,"16km NNE of Inyokern, CA",reviewed,0,69,ci,19.0,0.03368,0.16,49.0,mh,-117.7398333,35.782,3.72
44:15.0,2.09,"3km W of Palomar Observatory, CA",reviewed,0,67,ci,0.0,0.02925,0.245,91.7,mc,-116.897,33.359,4.158
05:30.3,2.03,"2km N of Redway, California",reviewed,0,63,nc,19.0,0.0955,0.1,78.0,md,-123.8226667,40.142,22.349
41:23.8,2.5,"Mount Rainier area, Washington",reviewed,0,96,uw,5.0,0.00917,0.22,146.0,md,-121.7796667,46.8518333,-2.694
05:02.6,2.02,"12km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,63,ci,13.0,0.2669,0.11,256.0,ml,-115.2605,32.1545,9.797
32:33.4,2.08,"38km ENE of Lucerne Valley, California",reviewed,0,67,ci,0.0,0.07256,0.207,90.6,mc,-116.587,34.578,4.89
17:31.9,2.02,"25km N of Yucca Valley, California",reviewed,0,63,ci,0.0,0.1003,0.147,64.4,mc,-116.468,34.333,4.776
11:13.7,2.06,"7km W of Fillmore, CA",reviewed,0,65,ci,51.0,0.0594,0.26,48.0,ml,-118.9911667,34.3956667,18.52
03:20.6,2.4,"6km NW of Boron, CA",reviewed,0,89,ci,7.0,0.3089,0.16,154.0,mh,-117.685,35.0421667,0.01
58:29.2,2.14,"10km N of Big Bear City, CA",reviewed,0,70,ci,0.0,,0.208,49.1,mc,-116.856,34.346,-1.667
26:36.2,3.0,"52km WNW of Tonopah, Nevada",reviewed,0,138,nn,28.0,0.046,0.1455,50.07,ml,-117.8043,38.2278,8.2
25:47.2,2.0,Central California,reviewed,0,62,nc,29.0,0.03694,0.24,88.0,md,-121.6376667,36.8903333,-0.137
34:51.8,2.05,"11km NNE of Borrego Springs, California",reviewed,0,65,ci,0.0,,0.269,33.0,mc,-116.328,33.346,10.884
03:31.0,2.22,Central California,reviewed,0,76,nc,45.0,0.02883,0.05,67.0,md,-120.9895,36.4083333,5.491
53:32.1,2.09,offshore Northern California,reviewed,0,67,nc,10.0,0.1613,0.05,252.0,md,-124.4098333,40.3236667,7.36
15:47.5,2.23,"14km SSE of Mammoth Lakes, CA",reviewed,0,77,ci,3.0,,0.06,238.0,mh,-118.9238333,37.5226667,6.0
50:54.3,2.07,Northern California,reviewed,0,66,nc,7.0,0.08288,0.08,106.0,md,-123.472,40.3411667,27.045
40:04.5,2.02,Northern California,reviewed,0,63,nc,23.0,0.02252,0.12,54.0,md,-122.462,38.8255,6.69
14:53.9,2.47,Northern California,reviewed,0,94,nc,20.0,0.05315,0.11,80.0,md,-123.7991667,40.89,23.484
37:29.6,2.44,"66km E of Maneadero, B.C., MX",reviewed,0,92,ci,0.0,0.887,0.195,307.7,mc,-115.866,31.759,5.883
56:05.9,2.05,"Yellowstone National Park, Wyoming",reviewed,0,65,uu,18.0,0.03032,0.17,69.0,ml,-110.6853333,44.7455,4.71
45:43.0,2.1,Central California,reviewed,0,68,nc,6.0,0.2081,0.06,127.0,md,-119.8933333,37.5898333,33.891
33:42.5,2.15,Central California,reviewed,0,71,nc,31.0,0.01261,0.07,47.0,md,-121.274,36.6545,2.812
12:38.6,2.27,Northern California,reviewed,0,79,nc,19.0,0.04595,0.11,48.0,md,-122.7671667,38.8526667,3.249
07:54.2,2.6,Washington,reviewed,0,104,uw,10.0,0.04647,0.1,102.0,md,-122.7543333,46.6998333,0.457
30:48.4,2.3,"23km E of Little Lake, California",reviewed,0,81,ci,0.0,0.01549,0.168,96.1,mc,-117.656,35.963,2.584
58:17.2,3.49,Central California,reviewed,0,235,nc,45.0,0.05315,0.06,109.0,mw,-118.3731667,37.3993333,13.296
22:17.7,3.0,"4km S of Brawley, CA",reviewed,0,138,ci,39.0,0.1165,0.35,56.7,ml,-115.5351667,32.9433333,6.016
13:05.3,2.29,"3km SSW of Ocotillo, CA",reviewed,0,81,ci,19.0,0.06289,0.1,104.0,ml,-115.9993333,32.7121667,7.413
29:40.6,2.73,"6km SE of Ocotillo, CA",reviewed,0,115,ci,42.0,0.05675,0.31,76.0,ml,-115.943,32.7015,1.356
15:12.8,2.84,Northern California,reviewed,0,124,nc,11.0,0.05225,0.17,166.0,md,-123.7578333,40.3618333,0.648
43:58.8,2.63,"43km ESE of Fortuna Foothills, AZ",reviewed,0,106,ci,0.0,,0.254,0.0,mc,-114.005,32.473,5.981
20:05.3,2.19,"22km WNW of Desert Center, CA",reviewed,0,74,ci,55.0,0.07105,0.15,47.0,ml,-115.622,33.7771667,3.01
18:33.5,2.0,"7km SSW of Santa Barbara, CA",reviewed,0,62,ci,14.0,,0.45,214.0,mh,-119.7281667,34.362,0.94
35:34.7,2.94,Northern California,reviewed,0,133,nc,4.0,0.1306,0.32,172.0,md,-121.3711667,37.1741667,8.696
09:26.4,2.6,"6km NW of Boron, CA",reviewed,0,104,ci,22.0,,0.14,84.0,mh,-117.6866667,35.042,0.03
48:31.3,3.5,"Mount St. Helens area, Washington",reviewed,0,188,uw,19.0,0.005413,0.26,40.0,md,-122.184,46.2058333,-1.333
03:07.0,4.1,Central California,reviewed,0,259,nc,31.0,0.01081,0.05,87.0,ml,-118.6341667,37.4333333,3.681
04:41.9,2.12,offshore Northern California,reviewed,0,69,nc,6.0,0.1351,0.08,248.0,md,-124.4233333,40.3575,2.549
53:00.2,2.0,"31 km SSW of Mina, Nevada",reviewed,0,62,nn,24.0,0.118,0.1596,60.07,ml,-118.187,38.1097,4.1
47:39.2,2.74,"2km ENE of Santa Clarita, CA",reviewed,0,116,ci,9.0,,0.51,138.0,ml,-118.4795,34.4218333,0.02
05:38.8,2.5,western Montana,reviewed,0,96,us,,,,,md,-114.491,48.182,9.0
02:54.6,3.0,"15km WNW of Malibu, California",reviewed,0,138,ci,0.0,,0.402,55.7,ml,-118.964,34.04,14.879
24:21.7,3.25,Northern California,reviewed,0,162,nc,14.0,0.5099,0.12,297.0,md,-120.975,41.8356667,31.595
43:38.8,2.6,"2km WSW of Guadalupe Victoria, B.C., MX",reviewed,0,104,ci,0.0,0.4692,0.334,299.0,mc,-115.121,32.283,5.954
49:08.4,2.54,"7km SSE of Brawley, CA",reviewed,0,99,ci,0.0,0.07525,0.266,73.6,mh,-115.49,32.922,11.17
44:13.8,2.49,"15km SSW of Mammoth Lakes, CA",reviewed,0,95,ci,7.0,,0.4,220.0,mh,-119.0305,37.5093333,6.0
11:10.3,3.48,"19km SW of Ludlow, California",reviewed,0,186,ci,0.0,,0.359,74.1,ml,-116.29,34.585,4.903
11:17.5,2.18,Central California,reviewed,0,73,nc,40.0,0.01532,0.09,34.0,md,-121.331,36.6976667,2.459
38:08.2,2.14,Northern California,reviewed,0,70,nc,19.0,0.1081,0.05,89.0,md,-123.3236667,38.9068333,4.119
18:48.9,3.72,"21km WSW of San Joaquin, CA",reviewed,0,213,ci,18.0,,0.69,118.0,ml,-120.3905,36.5065,6.0
07:54.4,2.13,"9km ENE of Mammoth Lakes, CA",reviewed,0,70,ci,0.0,,0.623,165.8,mc,-118.889,37.68,4.209
28:54.6,2.18,"25km SE of Mammoth Lakes, California",reviewed,0,73,nc,41.0,0.04685,0.04,57.0,md,-118.7786667,37.4755,5.665
11:06.5,2.31,"45km NE of Holtville, CA",reviewed,0,82,ci,0.0,,0.092,191.6,mc,-115.0,33.06,-0.16
15:20.9,2.04,"2km NNE of Encino, CA",reviewed,0,64,ci,0.0,,0.13,102.6,mc,-118.494,34.176,10.094
36:30.0,2.5,"8km SSE of Yucca Valley, California",reviewed,0,96,ci,0.0,,0.148,51.7,mc,-116.387,34.055,9.249
03:22.4,3.6,"44km NE of Mammoth Lakes, California",reviewed,0,199,nc,45.0,0.04414,0.08,66.0,mw,-118.6601667,37.9648333,5.455
53:08.1,2.39,"Long Valley area, California",reviewed,0,88,nc,17.0,0.01802,0.03,100.0,md,-118.895,37.6195,2.406
48:07.8,3.06,"14km WNW of Ludlow, CA",reviewed,0,144,ci,0.0,,0.161,50.5,ml,-116.299,34.777,3.584
00:46.1,3.06,Central California,reviewed,0,144,nc,10.0,0.9045,0.07,298.0,ma,-118.7656667,37.492,4.871
35:09.4,2.01,"4km SE of Niland, CA",reviewed,0,62,ci,31.0,0.08605,0.29,50.0,mc,-115.48,33.2171667,10.776
11:58.3,2.66,Utah,reviewed,0,113,uu,15.0,0.1708,0.29,90.0,ml,-113.1328333,37.7626667,1.19
19:08.7,2.4,"39km ENE of Worland, Wyoming",reviewed,0,89,mb,8.0,1.533,0.16,84.0,ml,-107.5405,44.2091667,9.41
55:26.8,2.49,"9km E of Ridgecrest, CA",reviewed,0,95,ci,13.0,0.1067,0.11,119.0,ml,-117.5798333,35.6335,11.2
12:22.0,3.15,"9km ENE of Ridgecrest, CA",reviewed,0,153,ci,21.0,0.0205,0.15,40.0,mlr,-117.583,35.6391667,9.84
26:20.0,2.08,Northern California,reviewed,0,67,nc,13.0,0.1946,0.09,141.0,md,-123.9881667,40.5833333,17.837
32:42.3,2.06,"16km N of Ocotillo Wells, CA",reviewed,0,65,ci,35.0,0.1459,0.23,38.4,ml,-116.16,33.2836667,3.856
17:58.4,2.39,Northern California,reviewed,0,88,nc,48.0,0.01532,0.06,43.0,md,-121.6751667,37.5516667,3.546
02:47.1,2.5,Central California,automatic,0,96,nc,25.0,0.1577,0.03,153.0,md,-121.0581667,35.6638333,3.764
10:43.3,2.11,"17km E of Arvin, California",reviewed,0,68,ci,0.0,,0.206,40.4,mc,-118.642,35.194,8.141
08:59.2,2.34,"8km NNE of Poway, CA",reviewed,0,84,ci,0.0,,0.381,270.9,mc,-117.01,33.03,-0.902
25:03.1,3.19,"16km S of Alberto Oviedo Mota, B.C., MX",reviewed,0,157,ci,9.0,0.235,0.17,266.0,ml,-115.1821667,32.085,13.644
43:22.3,2.16,Central California,reviewed,0,72,nc,32.0,0.05586,0.05,71.0,md,-121.0488333,36.4751667,2.782
38:15.8,2.23,"2km SE of El Centro, California",reviewed,0,77,ci,0.0,0.105,0.234,123.5,mc,-115.544,32.773,15.759
28:57.8,2.21,Central California,reviewed,0,75,nc,41.0,0.04324,0.08,74.0,md,-118.6883333,38.0058333,5.054
55:11.1,3.24,"37km WSW of Ludlow, CA",reviewed,0,162,ci,23.0,0.7968,0.63,175.0,ml,-116.5395,34.6148333,5.266
17:37.2,3.01,"11km SSE of Yucca Valley, CA",reviewed,0,139,ci,41.0,,0.24,79.0,ml,-116.3735,34.0258333,4.166
41:43.6,2.1,Northern California,reviewed,0,68,nc,4.0,0.2054,0.03,152.0,md,-122.9646667,39.7891667,3.995
17:23.2,2.01,Central California,reviewed,0,62,nc,46.0,0.03333,0.06,73.0,md,-118.8076667,37.4783333,7.719
53:24.5,2.28,"12km ENE of Desert Hot Springs, CA",reviewed,0,80,ci,0.0,,0.195,80.4,mc,-116.382,33.995,2.168
14:17.0,2.66,"6km ESE of Simi Valley, CA",reviewed,0,196,ci,89.0,,0.22,39.0,ml,-118.6825,34.2566667,10.873
41:56.2,2.0,"16km NNE of Indio, CA",reviewed,0,62,ci,0.0,0.06666,0.063,67.7,mc,-116.175,33.865,3.834
52:20.9,2.23,"16km W of Westmorland, CA",reviewed,0,77,ci,0.0,,0.041,95.5,mc,-115.797,33.051,0.771
35:27.7,3.1,Wyoming,reviewed,0,148,us,43.0,,0.95,52.0,ml,-110.509,43.441,5.0
01:21.1,2.0,"Mount St. Helens area, Washington",reviewed,0,62,uw,7.0,,0.12,174.0,md,-122.186,46.1971667,-1.755
00:55.0,3.7,"56km WNW of Tonopah, Nevada",reviewed,0,211,nn,19.0,0.346,0.1893,134.68,ml,-117.8606,38.1764,1.2
39:16.3,2.0,Utah,reviewed,0,62,uu,11.0,0.351,0.21,76.0,md,-111.2431667,39.6938333,6.47
31:56.7,2.37,"6km WNW of The Geysers, California",reviewed,0,86,nc,32.0,0.02162,0.06,45.0,md,-122.8233333,38.8066667,1.95
01:09.8,2.37,"5km N of Crestline, CA",reviewed,0,86,ci,10.0,0.2984,0.26,137.0,ml,-117.2905,34.2841667,5.81
39:14.6,2.51,Northern California,reviewed,0,97,nc,16.0,0.7315,0.02,242.0,md,-119.718,38.734,-0.35
09:08.4,3.5,Central California,reviewed,0,188,nc,21.0,0.1495,0.05,114.0,ml,-118.7538333,37.5078333,6.573
08:03.1,2.0,"20km E of Ridgecrest, California",reviewed,0,62,ci,0.0,,0.174,154.6,mc,-117.459,35.591,-0.019
39:00.5,2.37,"20km NNW of Mojave, CA",reviewed,0,86,ci,0.0,,0.109,37.2,mc,-118.227,35.224,4.031
50:44.1,2.12,"10km SSE of Bombay Beach, CA",reviewed,0,69,ci,67.0,0.08587,0.19,46.0,ml,-115.6811667,33.2731667,2.25
34:14.2,2.56,offshore Northern California,reviewed,0,101,nc,11.0,0.127,0.12,267.0,md,-124.4635,40.3933333,17.672
46:20.7,2.9,"25km NW of Desert Center, CA",reviewed,0,129,ci,22.0,0.08091,0.14,41.0,mh,-115.5526667,33.8966667,0.03
42:33.5,2.06,"24km WSW of Pine Mountain Club, CA",reviewed,0,65,ci,13.0,0.1543,0.27,82.0,mh,-119.4023333,34.7981667,2.68
43:44.3,2.45,"17km W of Alberto Oviedo Mota, B.C., MX",reviewed,0,92,ci,9.0,0.1957,0.18,248.0,ml,-115.3518333,32.2273333,5.531
55:55.4,2.37,Northern California,reviewed,0,86,nc,8.0,0.05135,0.07,118.0,md,-122.3866667,38.8253333,-0.776
51:36.8,2.08,Northern California,reviewed,0,67,nc,12.0,0.1171,0.06,224.0,md,-121.152,40.262,7.006
09:31.5,2.32,"7km NNE of Murrieta, CA",reviewed,0,83,ci,0.0,,0.104,120.1,mc,-117.198,33.615,8.477
01:47.6,2.55,"19km W of Searles Valley, CA",reviewed,0,100,ci,52.0,0.02587,0.14,52.0,ml,-117.6151667,35.7941667,3.98
10:14.1,2.23,"Long Valley area, California",reviewed,0,77,nc,29.0,0.02432,0.06,71.0,md,-118.9361667,37.6368333,5.984
12:50.9,2.36,"4km SSE of Loma Linda, California",reviewed,0,86,ci,0.0,,0.149,38.2,ml,-117.239,34.018,15.478
04:48.5,2.03,"0km SE of La Habra, CA",reviewed,0,64,ci,60.0,0.02273,0.31,63.0,ml,-117.9425,33.9288333,3.679
29:55.6,2.08,"10km W of Progreso, B.C., MX",reviewed,0,67,ci,23.0,0.1722,0.24,87.0,ml,-115.6896667,32.5718333,12.94
59:45.1,2.01,"13km S of Joshua Tree, California",reviewed,0,62,ci,0.0,0.09084,0.224,76.0,mc,-116.334,34.019,0.311
14:25.1,3.84,"41km SSE of Estacion Coahuila, B.C., MX",reviewed,0,227,ci,6.0,0.7618,0.15,302.0,ml,-114.873,31.8398333,9.961
36:11.6,2.02,"San Francisco Bay area, California",reviewed,0,63,nc,26.0,0.01081,0.07,57.0,md,-122.0988333,37.3243333,-0.326
54:41.5,2.74,"91km W of Petrolia, CA",reviewed,0,116,nc,10.0,0.8234,0.22,340.0,md,-125.339,40.1601667,19.71
20:35.1,2.47,"24km NE of Pine Valley, CA",reviewed,0,94,ci,0.0,0.07664,0.035,107.2,mc,-116.332,32.953,9.517
33:59.0,2.01,"17km NNW of Los Algodones, B.C., MX",reviewed,0,62,ci,0.0,,0.128,157.0,mc,-114.78,32.85,-0.16
07:41.3,3.51,Utah,reviewed,0,190,uu,16.0,0.1294,0.25,63.0,ml,-111.9815,38.8671667,10.3
22:47.5,2.35,"19km NNE of Kernville, CA",reviewed,0,85,ci,0.0,,0.117,145.3,mc,-118.356,35.913,4.548
21:57.0,2.27,"21km W of Westmorland, CA",reviewed,0,79,ci,0.0,,0.204,104.3,mc,-115.844,33.016,1.837
56:35.4,2.34,"3km W of San Juan Bautista, CA",reviewed,0,87,nc,53.0,0.02307,0.12,40.0,md,-121.569,36.8438333,4.62
20:44.5,3.39,"Long Valley area, California",reviewed,0,177,nc,11.0,0.04955,0.03,89.0,md,-118.8503333,37.6373333,6.64
49:23.6,2.29,"7km N of Claremont, California",reviewed,0,81,ci,0.0,,0.225,28.5,ml,-117.729,34.162,8.45
01:33.2,2.44,"1km NE of Anza, CA",reviewed,0,92,ci,0.0,,0.192,54.6,mc,-116.667,33.56,8.762
45:51.5,2.04,Central California,reviewed,0,64,nc,8.0,0.0982,0.01,170.0,md,-118.7991667,37.4941667,1.101
13:09.9,2.29,"17km WSW of Little Lake, CA",reviewed,0,81,ci,31.0,0.1426,0.13,59.0,ml,-118.0768333,35.8755,5.68
45:10.7,2.08,"5km NW of Pacoima, California",reviewed,0,67,ci,0.0,,0.327,38.2,ml,-118.477,34.311,9.257
26:01.6,2.36,"5km NNE of Yucca Valley, California",reviewed,0,86,ci,0.0,,0.181,43.4,mc,-116.407,34.15,4.037
39:28.9,4.9,Gulf of California,reviewed,0,369,us,146.0,,1.4,91.2,mwc,-108.892,24.722,10.0
33:44.7,2.96,"5km ENE of Indio, California",reviewed,0,135,ci,0.0,,0.218,28.5,ml,-116.165,33.74,0.368
06:47.3,2.16,"8km W of Ocotillo, California",reviewed,0,72,ci,0.0,,0.181,79.0,ml,-116.074,32.728,6.089
35:52.2,2.05,"9km N of Victorville, CA",reviewed,0,65,ci,0.0,,0.286,0.0,mc,-117.3,34.62,-1.183
16:27.6,2.02,Central California,reviewed,0,63,nc,29.0,0.2712,0.07,115.0,md,-119.3721667,37.6433333,13.54
58:06.7,2.51,Northern California,reviewed,0,101,nc,101.0,0.0964,0.14,189.0,md,-122.2986667,37.11,11.347
16:49.2,3.21,Northern California,reviewed,0,161,nc,51.0,0.2189,0.11,42.0,ml,-121.997,41.0346667,10.023
32:08.3,2.09,"San Francisco Bay area, California",reviewed,0,67,nc,26.0,0.01261,0.06,38.0,md,-122.102,37.3233333,-0.22
45:43.9,2.41,"Long Valley area, California",reviewed,0,89,nc,32.0,0.01892,0.06,65.0,md,-118.9441667,37.6391667,5.164
59:12.5,2.87,"72km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,127,ci,14.0,0.7999,0.51,274.0,mh,-115.7943333,31.8491667,6.0
15:08.5,2.33,"15km SSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,84,ci,14.0,0.2373,0.17,262.0,ml,-115.235,32.1066667,14.39
55:04.2,2.0,"5km N of Delta, B.C., MX",reviewed,0,62,ci,8.0,0.464,0.25,275.0,mh,-115.1833333,32.4008333,5.803
00:57.6,2.18,"13km SSW of Searles Valley, CA",automatic,0,73,ci,25.0,0.0665,0.16,68.0,ml,-117.4416656,35.651001,7.86
16:12.5,2.11,"24km ESE of Little Lake, CA",automatic,0,68,ci,23.0,0.08509,0.15,61.0,ml,-117.667,35.8388333,8.24
55:51.3,2.52,Northern California,reviewed,0,98,nc,14.0,0.7153,0.05,256.0,md,-119.7413333,38.7251667,-0.707
23:44.5,2.6,Nevada,reviewed,0,104,nn,20.0,0.166,0.1293,113.25,ml,-118.2619,38.5767,6.5
29:06.8,2.13,"San Francisco Bay area, California",reviewed,0,71,nc,46.0,0.09279,0.15,104.0,md,-121.8705,38.0785,20.462
30:56.2,3.5,southern Idaho,reviewed,0,188,us,,,,,ml,-112.5,42.063,6.0
28:40.6,2.22,"32km N of Yucca Valley, California",reviewed,0,76,ci,0.0,,0.063,92.1,mc,-116.484,34.4,9.634
22:35.2,2.44,Wyoming,reviewed,0,92,uu,25.0,0.1248,0.25,123.0,ml,-110.5291667,44.106,8.95
01:28.1,3.5,Wyoming,reviewed,0,188,us,101.0,,1.41,29.6,mwr,-110.241,43.511,8.0
38:17.6,2.13,"11km NE of Barstow, California",reviewed,0,70,ci,0.0,0.0858,0.132,103.1,mc,-116.935,34.963,3.995
41:11.2,2.52,"16km E of Little Lake, CA",automatic,0,98,ci,28.0,0.07482,0.16,43.0,ml,-117.7255,35.948,1.61
26:56.9,2.88,"72km E of Maneadero, B.C., MX",reviewed,0,128,ci,8.0,0.4225,0.14,142.0,ml,-115.8246667,31.5943333,5.424
07:16.5,2.69,"8km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,111,ci,9.0,0.5906,0.51,269.0,mh,-115.2575,32.2103333,6.0
39:54.0,2.67,"3km NE of Millville, CA",reviewed,0,110,nc,28.0,0.06293,0.13,59.0,md,-122.1551667,40.575,21.37
08:00.9,2.18,"36km SSE of Estacion Coahuila, B.C., MX",reviewed,0,73,ci,0.0,0.7068,0.407,288.4,mc,-114.855,31.893,5.975
14:57.7,2.2,"7km ESE of Winchester, California",reviewed,0,74,ci,0.0,,0.168,66.3,mc,-117.017,33.675,-0.696
58:57.0,2.27,"13km S of Twentynine Palms, California",reviewed,0,79,ci,0.0,,0.112,57.7,mc,-116.096,34.023,0.347
58:11.7,2.29,Northern California,reviewed,0,81,nc,5.0,0.7099,0.05,291.0,md,-119.6795,38.691,13.943
00:04.4,2.35,"34km NE of Ensenada, B.C., MX",reviewed,0,85,ci,14.0,0.6001,0.3,272.0,ml,-116.4196667,32.1216667,5.483
31:44.0,3.28,"60km ESE of Hawthorne, NV",reviewed,0,166,ci,3.0,1.258,0.74,354.0,ml,-117.9923333,38.3005,6.0
39:10.4,2.27,Utah,reviewed,0,79,uu,6.0,0.2543,0.05,117.0,md,-111.2133333,39.2898333,1.69
22:50.4,2.32,Northern California,automatic,0,83,nc,10.0,0.1171,0.03,214.0,md,-121.5043333,39.7643333,5.946
59:32.4,2.24,Utah,reviewed,0,77,uu,6.0,0.1539,0.04,298.0,md,-112.3133333,40.6065,3.2
49:10.8,2.43,Central California,reviewed,0,91,nc,64.0,0.06036,0.09,33.0,md,-121.1098333,36.5971667,7.387
08:49.3,2.32,offshore Northern California,reviewed,0,83,nc,21.0,0.209,0.17,216.0,md,-123.8031667,38.8681667,-0.48
35:26.4,2.18,"36km S of Blythe, CA",reviewed,0,73,ci,0.0,,0.494,179.5,mc,-114.535,33.293,5.595
44:17.6,2.02,"15km NE of Coso Junction, California",reviewed,0,63,ci,0.0,,0.137,259.3,mc,-117.815,36.124,4.483
21:17.9,2.9,"2km NE of Granada Hills, CA",reviewed,0,129,ci,100.0,,0.24,27.0,mh,-118.4865,34.2893333,7.3
30:18.7,2.05,"28km E of Coso Junction, CA",reviewed,0,65,ci,21.0,0.1116,0.19,194.0,mc,-117.6436667,36.0756667,1.649
20:11.4,2.76,Central California,reviewed,0,117,nc,44.0,0.04054,0.08,64.0,md,-121.0471667,36.4768333,4.248
07:10.2,2.26,"7km SW of Progreso, B.C., MX",reviewed,0,79,ci,19.0,0.1841,0.19,96.0,ml,-115.6298333,32.534,12.295
17:04.4,2.68,"5km E of Calimesa, CA",reviewed,0,112,ci,144.0,0.04978,0.19,25.0,ml,-117.0005,33.991,14.87
40:19.5,2.24,"16km NNE of Apple Valley, CA",reviewed,0,77,ci,0.0,,0.142,57.7,mc,-117.12,34.63,-1.338
33:13.4,2.71,Central California,reviewed,0,113,nc,93.0,0.008108,0.19,62.0,md,-120.222,36.4345,6.509
13:29.6,2.53,offshore Northern California,reviewed,0,98,nc,8.0,0.1559,0.03,269.0,md,-124.4845,40.3673333,18.075
25:01.6,3.0,"14km WSW of Ludlow, CA",reviewed,0,138,ci,11.0,0.2744,0.22,108.0,mh,-116.292,34.658,4.748
08:06.7,2.68,Utah,reviewed,0,110,uu,28.0,0.1554,0.27,108.0,md,-112.5265,41.891,4.37
07:09.0,2.04,"6km NE of Cabazon, CA",reviewed,0,64,ci,21.0,,0.14,43.0,mc,-116.7443333,33.9546667,16.8
13:22.5,2.3,"31km N of Joshua Tree, California",reviewed,0,81,ci,0.0,0.141,0.282,97.0,mh,-116.256,34.409,4.828
29:02.0,3.5,Oregon,reviewed,0,188,us,,,,,md,-120.002,45.628,5.0
12:20.2,2.56,"24km W of Ludlow, CA",reviewed,0,101,ci,0.0,,0.041,108.4,mc,-116.42,34.75,-0.686
01:28.3,2.5,Nevada,reviewed,0,96,nn,26.0,0.207,0.1117,56.34,ml,-118.2886,38.2556,12.6
57:13.1,2.34,Northern California,reviewed,0,84,nc,5.0,0.04955,0.0,162.0,md,-122.3938333,38.8316667,-0.46
